"KO","27L1","27L2","27L3","30L1","30L2","30L3","27R1","27R2","27R3","30R1","30R2","30R3","Protein","Description","Protein_name","Gene_name","GO_IDs","GO_terms","KODef"
"K03086",29.543,29.139,22.614,18.752,21.653,16.067,36.893,39.634,34.144,28.141,29.558,26.005,"RNA polymerase sigma factor SigA","MAG: RNA polymerase sigma factor RpoD","RNA polymerase sigma factor SigA","sigA","GO:2000142;GO:0003677;GO:0016987;GO:0005737;GO:0006352;GO:0006355;GO:0003700","regulation of DNA-templated transcription initiation;DNA binding;sigma factor activity;cytoplasm;DNA-templated transcription initiation;regulation of DNA-templated transcription;DNA-binding transcription factor activity","RNA polymerase primary sigma factor"
"K03106",5.3715,0,3.2305,0,0,0,1.604,10.748,7.3645,9.3802,3.0577,6.711,"Signal recognition particle protein","MAG: signal recognition particle protein","Signal recognition particle protein","ffh","GO:0006614;GO:0003924;GO:0005525;GO:0008312;GO:0048500","SRP-dependent cotranslational protein targeting to membrane;GTPase activity;GTP binding;7S RNA binding;signal recognition particle","signal recognition particle subunit SRP54 "
"K03110",0,2.2415,2.1537,0,0,5.7383,3.2081,5.3741,6.695,6.7001,0,4.1944,"Signal recognition particle receptor FtsY","MAG: signal recognition particle-docking protein FtsY","Signal recognition particle receptor FtsY","ftsY","GO:0006614;GO:0003924;GO:0005525;GO:0005737;GO:0005886;GO:0031226","SRP-dependent cotranslational protein targeting to membrane;GTPase activity;GTP binding;cytoplasm;plasma membrane;intrinsic component of plasma membrane","fused signal recognition particle receptor"
"K03111",5.3715,0,0,0,0,0,5.6141,4.7023,4.6865,8.0402,7.1346,5.8721,"Thylakoid-associated single-stranded DNA-binding protein;Single-stranded DNA-binding protein","MAG: single-stranded DNA-binding protein;single-stranded DNA-binding protein","Single-stranded DNA-binding protein;","","GO:0003697;GO:0006260","single-stranded DNA binding;DNA replication","single-strand DNA-binding protein"
"K03147",12.086,15.69,18.306,5.1142,9.0223,11.477,16.04,37.618,19.415,28.141,11.211,15.1,"Phosphomethylpyrimidine synthase","MAG: thiamine biosynthesis protein ThiC","Phosphomethylpyrimidine synthase","thiC","GO:0009228;GO:0009229;GO:0008270;GO:0016830;GO:0051539;GO:0051536","thiamine biosynthetic process;thiamine diphosphate biosynthetic process;zinc ion binding;carbon-carbon lyase activity;4 iron, 4 sulfur cluster binding;iron-sulfur cluster binding","phosphomethylpyrimidine synthase "
"K03153",0,3.3622,2.1537,0,0,0,0,2.687,3.3475,4.6901,0,4.1944,"Glycine oxidase","MAG: amino acid oxidase","Amino acid oxidase","","GO:0016491","oxidoreductase activity","glycine oxidase "
"K03168",25.514,26.898,24.767,13.638,18.045,26.396,28.872,40.977,44.187,40.201,24.461,36.911,"DNA topoisomerase 1","MAG: type I DNA topoisomerase","DNA topoisomerase 1","topA","GO:0006265;GO:0003677;GO:0003917;GO:0046872;GO:0003916","DNA topological change;DNA binding;DNA topoisomerase type I (single strand cut, ATP-independent) activity;metal ion binding;DNA topoisomerase activity","DNA topoisomerase I "
"K03182",5.3715,0,0,0,0,0,4.8121,6.7176,4.6865,6.7001,4.0769,1.6778,"3-octaprenyl-4-hydroxybenzoate carboxy-lyase","MAG: UbiD family decarboxylase","UbiD family decarboxylase","","GO:0016831","carboxy-lyase activity","4-hydroxy-3-polyprenylbenzoate decarboxylase "
"K03189",0,0,0,0,0,0,0,2.0153,0,3.3501,4.0769,3.3555,"Urease accessory protein UreG","MULTISPECIES: urease accessory protein UreG","","","GO:0006807;GO:0003924;GO:0016151","nitrogen compound metabolic process;GTPase activity;nickel cation binding","urease accessory protein"
"K03190",0,0,0,0,0,0,0,2.0153,1.339,5.3601,2.0385,1.6778,"Urease accessory protein UreD","urease accessory protein UreD","","","GO:0006807;GO:0016151","nitrogen compound metabolic process;nickel cation binding","urease accessory protein"
"K03215",0,0,0,0,0,0,2.406,10.076,7.3645,6.7001,0,0,"23S rRNA (uracil-C(5))-methyltransferase RlmCD","MAG: 23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD","23S rRNA -C)-methyltransferase RlmD","","GO:0001510;GO:0034470;GO:0008173;GO:0006396","RNA methylation;ncRNA processing;RNA methyltransferase activity;RNA processing","23S rRNA (uracil1939-C5)-methyltransferase "
"K03217",0,8.9658,6.4611,0,0,6.886,9.6242,11.42,10.042,12.73,7.1346,8.3888,"Membrane protein insertase YidC","MULTISPECIES: membrane protein insertase YidC","","","GO:0032977;GO:0016020","membrane insertase activity;membrane","YidC/Oxa1 family membrane protein insertase"
"K03218",0,0,3.2305,0,0,0,1.604,8.7328,11.381,3.3501,0,3.3555,"23S rRNA (guanosine-2'-O-)-methyltransferase RlmB","23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB","","","GO:0006396;GO:0003723;GO:0008173;GO:0008168","RNA processing;RNA binding;RNA methyltransferase activity;methyltransferase activity","23S rRNA (guanosine2251-2'-O)-methyltransferase "
"K03287",87.286,71.727,68.918,90.35,93.832,82.632,68.973,69.863,52.89,71.691,83.576,73.821,"hypothetical protein","MAG: hypothetical protein DCO99_05635;MAG: TolC family protein","TolC family protein","","GO:0055085;GO:0015562","transmembrane transport;efflux transmembrane transporter activity","outer membrane factor, OMF family"
"K03308",0,0,0,0,0,0,2.406,4.0305,4.017,4.0201,3.0577,0,"hypothetical protein","MAG: sodium-dependent transporter","Sodium-dependent transporter","","GO:0055085;GO:0015293;GO:0016020;GO:0016021","transmembrane transport;symporter activity;membrane;integral component of membrane","neurotransmitter:Na+ symporter, NSS family"
"K03320",16.114,24.656,20.46,23.866,32.48,20.658,28.872,20.824,15.398,15.41,14.269,18.455,"Ammonia channel","MAG: ammonium transporter","Ammonium transporter","","GO:0072488;GO:0008519;GO:0005886;GO:0016020;GO:0016021","ammonium transmembrane transport;ammonium transmembrane transporter activity;plasma membrane;membrane;integral component of membrane","ammonium transporter, Amt family"
"K03321",0,10.0866,11.8453,3.4095,0,10.329,8.8222,24.855,16.068,17.4204,11.2116,13.422,"Bicarbonate transporter BicA","MAG: sodium-independent anion transporter","Sodium-independent anion transporter","","GO:1902358;GO:0008271;GO:0016020;GO:0055085;GO:0015301;GO:0016021","sulfate transmembrane transport;secondary active sulfate transmembrane transporter activity;membrane;transmembrane transport;obsolete anion:anion antiporter activity;integral component of membrane","sulfate permease, SulP family"
"K03386",76.543,80.693,80.763,131.26,126.31,89.518,90.627,63.145,70.297,64.991,86.634,78.016,"Selenocysteine-containing peroxiredoxin PrxU","MULTISPECIES: peroxiredoxin","","","GO:0051920;GO:0016209;GO:0016491","peroxiredoxin activity;antioxidant activity;oxidoreductase activity","peroxiredoxin 2/4 "
"K03403",2.6857,4.4829,4.3074,0,0,2.2953,12.03,12.092,22.763,12.06,3.0577,3.3555,"Aerobic cobaltochelatase subunit CobN","MAG: magnesium chelatase subunit H","Magnesium chelatase","","GO:0006094;GO:0015979;GO:0015995;GO:0005524;GO:0016851;GO:0009058","gluconeogenesis;photosynthesis;chlorophyll biosynthetic process;ATP binding;magnesium chelatase activity;biosynthetic process","magnesium chelatase subunit H "
"K03404",0,0,0,0,0,0,4.0101,7.3893,12.051,6.7001,0,0,"Magnesium-chelatase 38 kDa subunit","MAG: magnesium chelatase ATPase subunit D","Mg-protoporphyrin IX chelatase","bchD","GO:0015979;GO:0015995;GO:0005524;GO:0016851","photosynthesis;chlorophyll biosynthetic process;ATP binding;magnesium chelatase activity","magnesium chelatase subunit D "
"K03405",26.857,26.898,29.075,22.162,27.067,36.725,35.289,30.901,32.136,32.831,35.673,38.588,"Magnesium-chelatase 38 kDa subunit","MULTISPECIES: magnesium chelatase ATPase subunit I","","","GO:0015995;GO:0005524;GO:0016851","chlorophyll biosynthetic process;ATP binding;magnesium chelatase activity","magnesium chelatase subunit I "
"K03431",2.6857,5.6036,5.3842,0,0,4.5907,6.4161,7.3893,4.6865,9.3802,9.173,6.711,"Phosphoglucosamine mutase","MAG: phosphoglucosamine mutase","Phosphoglucosamine mutase","glmM","GO:0005975;GO:0000287;GO:0008966;GO:0071704;GO:0016868","carbohydrate metabolic process;magnesium ion binding;phosphoglucosamine mutase activity;organic substance metabolic process;intramolecular transferase activity, phosphotransferases","phosphoglucosamine mutase "
"K03465",9.4001,12.328,11.845,13.638,10.827,12.624,7.2181,10.076,6.695,11.39,8.1538,15.939,"Thymidylate synthase ThyX","FAD-dependent thymidylate synthase","","","GO:0006231;GO:0050660;GO:0050797","dTMP biosynthetic process;flavin adenine dinucleotide binding;thymidylate synthase (FAD) activity","thymidylate synthase (FAD) "
"K03474",0,3.3622,4.3074,0,0,3.443,0,0,0,3.3501,4.0769,5.0333,"Pyridoxine 5'-phosphate synthase","MAG: pyridoxine 5'-phosphate synthase","Pyridoxine 5'-phosphate synthase","pdxJ","GO:0008615;GO:0033856;GO:0005737","pyridoxine biosynthetic process;pyridoxine 5'-phosphate synthase activity;cytoplasm","pyridoxine 5-phosphate synthase "
"K03499",8.0572,0,0,0,7.2178,4.5907,3.2081,6.0458,6.0255,8.0402,4.0769,7.5499,"Ktr system potassium uptake protein A","MULTISPECIES: TrkA family potassium uptake protein","","","GO:0006813;GO:0008324","potassium ion transport;cation transmembrane transporter activity","trk/ktr system potassium uptake protein"
"K03526",10.743,22.415,17.23,10.228,12.631,21.806,23.258,28.214,26.11,23.451,25.481,27.683,"4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin)","MULTISPECIES: (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase","","","GO:0016114;GO:0005506;GO:0046429;GO:0008299;GO:0044237","terpenoid biosynthetic process;iron ion binding;4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity;isoprenoid biosynthetic process;cellular metabolic process","(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase "
"K03527",0,0,0,0,0,0,0,8.0611,8.034,6.7001,3.0577,3.3555,"4-hydroxy-3-methylbut-2-enyl diphosphate reductase","MAG: 4-hydroxy-3-methylbut-2-enyl diphosphate reductase","4-hydroxy-3-methylbut-2-enyl diphosphate reductase","ispH","GO:0016114;GO:0019288;GO:0050992;GO:0046872;GO:0051539;GO:0051745","terpenoid biosynthetic process;isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway;dimethylallyl diphosphate biosynthetic process;metal ion binding;4 iron, 4 sulfur cluster binding;4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity","4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase "
"K03529",0,0,0,0,0,0,0,9.4046,8.034,8.7102,2.0385,8.3888,"Chromosome partition protein Smc","MAG: chromosome segregation protein SMC","Chromosome partition protein Smc","smc","GO:0006260;GO:0007062;GO:0030261;GO:0003677;GO:0005515;GO:0005524;GO:0016887;GO:0005694;GO:0005737;GO:0051276","DNA replication;sister chromatid cohesion;chromosome condensation;DNA binding;protein binding;ATP binding;ATP hydrolysis activity;chromosome;cytoplasm;chromosome organization","chromosome segregation protein"
"K03530",17.457,11.207,10.768,18.752,19.849,14.92,12.832,8.7328,6.0255,10.72,26.5,17.616,"DNA-binding protein HU","histone family protein DNA-binding protein","Histone family protein DNA-binding protein","","GO:0003677;GO:0030527","DNA binding;structural constituent of chromatin","DNA-binding protein HU-beta"
"K03531",102.06,86.296,81.84,107.4,102.85,84.927,79.399,59.115,62.263,54.941,89.692,74.66,"Cell division protein FtsZ","MULTISPECIES: cell division protein FtsZ","","","GO:0003924;GO:0005525","GTPase activity;GTP binding","cell division protein FtsZ"
"K03544",0,4.4829,3.2305,0,0,0,3.2081,7.3893,6.0255,7.3702,6.1154,5.8721,"ATP-dependent Clp protease ATP-binding subunit ClpX","MAG: ATP-dependent Clp protease ATP-binding subunit ClpX","ATP-dependent Clp protease ATP-binding subunit ClpX","clpX","GO:0006457;GO:0006508;GO:0005524;GO:0008233;GO:0008270;GO:0016887;GO:0046983;GO:0051082;GO:0140662","protein folding;proteolysis;ATP binding;peptidase activity;zinc ion binding;ATP hydrolysis activity;protein dimerization activity;unfolded protein binding;ATP-dependent protein folding chaperone","ATP-dependent Clp protease ATP-binding subunit ClpX"
"K03545",28.2,36.984,37.69,17.047,16.24,26.396,45.715,51.054,55.568,42.211,34.654,41.105,"Trigger factor","MAG: trigger factor","Trigger factor","tig","GO:0006457;GO:0007049;GO:0015031;GO:0051301;GO:0003755;GO:0005737","protein folding;cell cycle;protein transport;cell division;peptidyl-prolyl cis-trans isomerase activity;cytoplasm","trigger factor"
"K03546",0,0,0,0,0,0,0,3.3588,2.678,1.34,0,0,"hypothetical protein","MAG: hypothetical protein DCO99_05035","","","","","DNA repair protein SbcC/Rad50"
"K03553",17.457,21.294,20.46,17.047,14.436,21.806,10.426,24.183,22.093,27.471,24.461,31.877,"Protein RecA","MAG: recombinase RecA","Protein RecA","recA","GO:0006281;GO:0006310;GO:0009432;GO:0003684;GO:0003697;GO:0005524;GO:0140664;GO:0005737;GO:0006259;GO:0003677;GO:0008094","DNA repair;DNA recombination;SOS response;damaged DNA binding;single-stranded DNA binding;ATP binding;ATP-dependent DNA damage sensor activity;cytoplasm;DNA metabolic process;DNA binding;ATP-dependent activity, acting on DNA","recombination protein RecA"
"K03564",0,0,0,0,0,0,0,2.687,6.695,2.6801,5.0961,1.6778,"Putative peroxiredoxin bcp","peroxiredoxin;thioredoxin-dependent thiol peroxidase","","","GO:0016209;GO:0016491","antioxidant activity;oxidoreductase activity","thioredoxin-dependent peroxiredoxin "
"K03568",0,3.3622,3.2305,0,5.4134,4.5907,5.6141,8.7328,8.7035,8.7102,6.1154,6.711,"Metalloprotease TldD","MAG: hypothetical protein DCO99_01340","Modulator of DNA gyrase","","GO:0006508;GO:0008237","proteolysis;metallopeptidase activity","TldD protein"
"K03569",33.572,30.259,27.998,68.189,61.351,41.316,32.8822,46.351,38.83,69.681,80.518,74.66,"Rod shape-determining protein MreB","MAG: rod shape-determining protein","Cell shape-determining protein MreB","mreB","GO:0008360;GO:0005524;GO:0005737;GO:0000902","regulation of cell shape;ATP binding;cytoplasm;cell morphogenesis","rod shape-determining protein MreB and related proteins"
"K03585",5.3715,4.4829,4.3074,0,0,5.7383,7.2181,17.4658,12.051,16.7501,6.1154,10.0665,"Efflux pump periplasmic linker BepF;Toluene efflux pump periplasmic linker protein TtgD","MAG: efflux RND transporter periplasmic adaptor subunit","Efflux RND transporter periplasmic adaptor subunit","","GO:0055085;GO:0022857;GO:0016020","transmembrane transport;transmembrane transporter activity;membrane","membrane fusion protein, multidrug efflux system"
"K03592",8.0572,3.3622,4.3074,3.4095,0,3.443,6.4161,20.153,16.068,11.39,4.0769,5.0333,"Metalloprotease PmbA","MAG: peptidase C69","Peptidase C69","","GO:0006508;GO:0008237","proteolysis;metallopeptidase activity","PmbA protein"
"K03609",36.2573,20.173,20.46,20.457,16.24,29.839,22.4561,14.1069,16.7375,18.0901,24.4614,25.1664,"Septum site-determining protein MinD","MAG: CDP-3,6-dideoxy-D-glycero-L-glycero-4-hexulose-4-reductase;septum site-determining protein MinD","","",";GO:0016887",";ATP hydrolysis activity","septum site-determining protein MinD"
"K03621",6.7143,3.3622,3.2305,0,0,3.443,4.0101,6.0458,6.0255,4.6901,0,0,"Phosphate acyltransferase","MAG: phosphate acyltransferase PlsX","Phosphate acyltransferase","plsX","GO:0006633;GO:0008654;GO:0043811;GO:0005737;GO:0003824;GO:0016747","fatty acid biosynthetic process;phospholipid biosynthetic process;phosphate:acyl-[acyl carrier protein] acyltransferase activity;cytoplasm;catalytic activity;acyltransferase activity, transferring groups other than amino-acyl groups","phosphate acyltransferase "
"K03671",5.3715,5.6036,4.3074,0,5.4134,4.5907,10.426,12.763,17.407,19.4301,36.692,23.4884,"Thioredoxin 1","MULTISPECIES: thioredoxin domain-containing protein;MULTISPECIES: thioredoxin","","","GO:0015035","protein-disulfide reductase activity","thioredoxin 1"
"K03686",6.7143,10.087,9.6916,8.5237,5.4134,9.1813,8.0201,8.7328,7.3645,6.0301,9.173,8.3888,"Chaperone protein DnaJ","molecular chaperone DnaJ","","","GO:0006457;GO:0009408;GO:0005524;GO:0031072;GO:0051082","protein folding;response to heat;ATP binding;heat shock protein binding;unfolded protein binding","molecular chaperone DnaJ"
"K03688",0,0,0,0,0,0,0,2.687,3.3475,3.3501,0,0,"putative protein kinase UbiB","MAG: kinase","Kinase","","GO:0016310;GO:0016301","phosphorylation;kinase activity","ubiquinone biosynthesis protein"
"K03692",33.572,33.622,37.69,23.866,21.653,25.249,29.674,34.931,28.788,30.821,31.596,26.844,"Glucosylglycerol-phosphate synthase","glucosylglycerol-phosphate synthase","","","GO:0005992;GO:0051473;GO:0016758;GO:0003824","trehalose biosynthetic process;glucosylglycerol biosynthetic process;hexosyltransferase activity;catalytic activity","glucosylglycerol-phosphate synthase "
