"KO","27L1","27L2","27L3","30L1","30L2","30L3","27R1","27R2","27R3","30R1","30R2","30R3","Protein","Description","Protein_name","Gene_name","GO_IDs","GO_terms","KODef"
"K03687",0,0,0,0,0,0,11.658,14.043,10.993,16.359,13.973,12.15,"Protein GrpE","nucleotide exchange factor GrpE","Protein GrpE","grpE","GO:0006457;GO:0000774;GO:0042803;GO:0051087;GO:0005737","protein folding;adenyl-nucleotide exchange factor activity;protein homodimerization activity;chaperone binding;cytoplasm","molecular chaperone GrpE"
"K03692",2.6909,3.5786,0,0,0,1.9521,15.897,12.963,19.787,18.284,19.213,12.15,"Glucosylglycerol-phosphate synthase","glucosylglycerol-phosphate synthase","","","GO:0005992;GO:0051473;GO:0016758;GO:0003824","trehalose biosynthetic process;glucosylglycerol biosynthetic process;hexosyltransferase activity;catalytic activity","glucosylglycerol-phosphate synthase "
"K03695",13.455,13.42,16.115,13.798,18.119,15.617,38.153,32.4084,35.177,51.003,48.032,41.974,"Chaperone protein ClpB 1","AAA family ATPase;ATP-dependent chaperone ClpB","AAA family ATPase;","","GO:0005524;GO:0016887;GO:0005737;GO:0009408;GO:0042026","ATP binding;ATP hydrolysis activity;cytoplasm;response to heat;protein refolding","ATP-dependent Clp protease ATP-binding subunit ClpB"
"K03696",43.054,42.048,31.078,32.523,33.822,31.234,69.948,68.057,70.355,68.324,66.371,70.693,"Negative regulator of genetic competence ClpC/MecB","ATP-dependent Clp protease ATP-binding subunit","","","GO:0005515;GO:0005524;GO:0016887","protein binding;ATP binding;ATP hydrolysis activity","ATP-dependent Clp protease ATP-binding subunit ClpC"
"K03699",0,0,0,0,0,0,3.1795,0,2.1986,5.7738,4.3665,3.3137,"hypothetical protein","HlyC/CorC family transporter;DUF21 domain-containing protein","HlyC/CorC family transporter;DUF21 domain-containing protein","","GO:0050660;GO:0016020;GO:0016021","flavin adenine dinucleotide binding;membrane;integral component of membrane","magnesium and cobalt exporter, CNNM family"
"K03701",0,0,0,0,0,0,7.4188,0,3.2979,3.8492,5.2398,0,"UvrABC system protein A","excinuclease ABC subunit UvrA","","","GO:0006289;GO:0003677;GO:0005524;GO:0016887;GO:0009380","nucleotide-excision repair;DNA binding;ATP binding;ATP hydrolysis activity;excinuclease repair complex","excinuclease ABC subunit A"
"K03768",41.2607,38.4698,34.531,39.422,32.614,36.115,28.6153,29.1668,28.5812,27.9066,32.3119,27.614,"hypothetical protein;Peptidyl-prolyl cis-trans isomerase cyp18","peptidylprolyl isomerase","","","GO:0000413;GO:0003755","protein peptidyl-prolyl isomerization;peptidyl-prolyl cis-trans isomerase activity","peptidyl-prolyl cis-trans isomerase B (cyclophilin B) "
"K03771",0,4.4732,0,0,0,0,5.2991,6.4816,7.6951,6.7362,8.733,5.5229,"Chaperone SurA","peptidylprolyl isomerase","","","GO:0003755","peptidyl-prolyl cis-trans isomerase activity","peptidyl-prolyl cis-trans isomerase SurA "
"K03772",4.4848,0,4.6042,4.9277,0,3.9043,11.658,9.7224,7.6951,7.6985,8.733,9.9412,"FK506-binding protein","FKBP-type peptidyl-prolyl cis-trans isomerase","Peptidyl-prolyl cis-trans isomerase","","GO:0000413;GO:0061077;GO:0003755","protein peptidyl-prolyl isomerization;chaperone-mediated protein folding;peptidyl-prolyl cis-trans isomerase activity","FKBP-type peptidyl-prolyl cis-trans isomerase FkpA "
"K03797",19.7329,22.3656,16.115,17.74,16.911,17.569,20.1366,20.5251,17.5888,16.3592,20.0854,18.7779,"Carboxy-terminal processing protease CtpA;putative CtpA-like serine protease","PDZ domain-containing protein;S41 family peptidase","PDZ domain-containing protein;","","GO:0006508;GO:0005515;GO:0008236","proteolysis;protein binding;serine-type peptidase activity","carboxyl-terminal processing protease "
"K03798",60.0968,51.889,32.229,35.4794,20.5347,42.947,72.0684,78.86,72.5534,70.2492,79.47,76.216,"ATP-dependent zinc metalloprotease FtsH 3;ATP-dependent zinc metalloprotease FtsH 2;ATP-dependent zinc metalloprotease FtsH 4","ATP-dependent zinc metalloprotease FtsH","","","GO:0006508;GO:0004176;GO:0004222;GO:0005524;GO:0008270;GO:0016887;GO:0016020","proteolysis;ATP-dependent peptidase activity;metalloendopeptidase activity;ATP binding;zinc ion binding;ATP hydrolysis activity;membrane","cell division protease FtsH "
"K03969",22.424,18.787,27.625,23.653,24.158,21.474,16.957,19.445,14.291,20.208,17.466,22.092,"Phage shock protein A","PspA/IM30 family protein","","","","","phage shock protein A"
"K03975",0,0,8.0573,0,0,0,3.1795,3.2408,4.3972,2.8869,2.6199,4.4183,"putative membrane protein","VTT domain-containing protein","","","","","membrane-associated protein"
"K04027",84.315,82.307,96.689,90.669,108.713,93.703,62.529,68.057,54.964,46.191,44.538,55.229,"Carbon dioxide-concentrating mechanism protein CcmK","MULTISPECIES: BMC domain-containing protein;BMC domain-containing protein","Major carboxysome shell protein 1A;","csoS1A_2;","GO:0015977;GO:0015979;GO:0043886;GO:0031470;GO:0031469","carbon fixation;photosynthesis;structural constituent of carboxysome shell;carboxysome;bacterial microcompartment;structural constituent of carboxysome","ethanolamine utilization protein EutM"
"K04031",14.351,18.787,2.3021,21.682,25.366,18.545,13.778,14.043,15.39,15.397,22.706,16.569,"hypothetical protein","MULTISPECIES: microcompartment protein","Uncharacterized protein","","GO:0015977;GO:0043886;GO:0031470","carbon fixation;structural constituent of carboxysome shell;carboxysome;structural constituent of carboxysome","ethanolamine utilization protein EutS"
"K04035",0,0,0,0,0,0,10.598,7.5619,7.6951,4.8115,6.9864,3.3137,"hypothetical protein","magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase","","","GO:0015979;GO:0015995;GO:0046872;GO:0048529;GO:0016491","photosynthesis;chlorophyll biosynthetic process;metal ion binding;magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase activity;oxidoreductase activity","magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase "
"K04042",3.5879,3.5786,0,1.9711,0,0,4.2393,5.4013,6.5958,4.8115,8.733,6.6275,"Bifunctional protein GlmU","bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU","","","GO:0000902;GO:0006048;GO:0009252;GO:0000287;GO:0003977;GO:0019134;GO:0005737","cell morphogenesis;UDP-N-acetylglucosamine biosynthetic process;peptidoglycan biosynthetic process;magnesium ion binding;UDP-N-acetylglucosamine diphosphorylase activity;glucosamine-1-phosphate N-acetyltransferase activity;cytoplasm","bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase "
"K04043",59.1998,53.6789,35.683,54.205,47.109,54.66,83.726,76.6984,97.837,110.665,98.682,82.843,"Chaperone protein dnaK2","molecular chaperone DnaK","","","GO:0006457;GO:0005524;GO:0051082;GO:0140662","protein folding;ATP binding;unfolded protein binding;ATP-dependent protein folding chaperone","molecular chaperone DnaK"
"K04077",281.65,308.65,272.8,409.98,428.81,428.5,269.19,279.79,278.12,334.88,286.45,314.81,"60 kDa chaperonin 2;60 kDa chaperonin 1","chaperonin GroEL",";Chaperonin GroEL",";groL","GO:0042026;GO:0005524;GO:0140662;GO:0006457;GO:0016853;GO:0051082;GO:0005737","protein refolding;ATP binding;ATP-dependent protein folding chaperone;protein folding;isomerase activity;unfolded protein binding;cytoplasm","chaperonin GroEL"
"K04078",47.539,52.784,42.589,77.858,93.01,95.655,32.854,33.488,31.88,32.718,29.692,37.556,"10 kDa chaperonin","MULTISPECIES: co-chaperone GroES","","","GO:0006457;GO:0005524;GO:0140662","protein folding;ATP binding;ATP-dependent protein folding chaperone","chaperonin GroES"
"K04079",0,0,0,0,0,0,14.838,10.803,15.39,22.133,20.959,12.15,"Chaperone protein HtpG","molecular chaperone HtpG","","","GO:0006457;GO:0005524;GO:0016887;GO:0051082;GO:0140662","protein folding;ATP binding;ATP hydrolysis activity;unfolded protein binding;ATP-dependent protein folding chaperone","molecular chaperone HtpG"
"K04096",0,0,0,0,0,0,6.3589,5.4013,4.3972,5.7738,4.3665,6.6275,"hypothetical protein","DNA-protecting protein DprA","","","GO:0008757","S-adenosylmethionine-dependent methyltransferase activity","DNA processing protein"
"K04567",0,0,0,0,0,0,8.4786,12.963,8.7944,14.435,19.213,11.046,"Lysine--tRNA ligase","lysine--tRNA ligase","","","GO:0006430;GO:0003676;GO:0004824;GO:0005524;GO:0005737;GO:0006418;GO:0000166;GO:0004812","lysyl-tRNA aminoacylation;nucleic acid binding;lysine-tRNA ligase activity;ATP binding;cytoplasm;tRNA aminoacylation for protein translation;nucleotide binding;aminoacyl-tRNA ligase activity","lysyl-tRNA synthetase, class II "
"K04744",11.661,8.9464,6.9063,13.798,9.6633,9.7607,24.376,19.445,19.787,24.058,28.819,26.51,"LPS-assembly protein LptD","DUF3769 domain-containing protein","","","","","LPS-assembly protein"
"K04751",31.394,28.629,41.438,36.465,39.861,39.043,36.034,44.291,26.383,39.455,40.172,53.02,"Nitrogen regulatory protein P-II","MULTISPECIES: P-II family nitrogen regulator","Nitrogen regulatory protein P-II","glnB","GO:0006808;GO:0030234","regulation of nitrogen utilization;enzyme regulator activity","nitrogen regulatory protein P-II 1"
"K04755",0,8.0518,0,0,0,0,23.316,22.686,23.085,21.171,23.579,26.51,"hypothetical protein","2Fe-2S iron-sulfur cluster-binding protein","","","GO:0140647;GO:0051537;GO:0051536","P450-containing electron transport chain;2 iron, 2 sulfur cluster binding;iron-sulfur cluster binding","ferredoxin, 2Fe-2S"
"K04772",34.981,33.102,25.324,28.5808,14.495,19.5213,22.2562,14.0434,16.4895,22.1335,16.5931,26.5095,"Putative serine protease HtrA;Putative serine protease HhoA","trypsin-like peptidase domain-containing protein;photosystem II assembly factor;trypsin-like serine protease",";Photosystem II assembly factor","","GO:0006508;GO:0004252;GO:0005515","proteolysis;serine-type endopeptidase activity;protein binding","serine protease DegQ "
"K04773",15.248,14.314,10.359,14.783,16.911,12.689,15.897,22.686,19.787,25.982,20.959,24.301,"Putative signal peptide peptidase SppA","MAG: protease","","","GO:0006508;GO:0008233","proteolysis;peptidase activity","protease IV "
"K05356",0,0,0,0,0,0,3.1795,0,0,1.9246,1.7466,4.4183,"Heptaprenyl diphosphate synthase component 2","solanesyl diphosphate synthase","","","GO:0008299","isoprenoid biosynthetic process","all-trans-nonaprenyl-diphosphate synthase "
"K05357",9.8666,6.2625,6.9063,0,0,4.8803,6.3589,6.4816,5.4965,5.7738,6.1131,7.732,"Vitamin K epoxide reductase","thioredoxin","Thioredoxin","","GO:0016491;GO:0048038;GO:0016020;GO:0016021","oxidoreductase activity;quinone binding;membrane;integral component of membrane","vitamin-K-epoxide reductase (warfarin-sensitive) "
"K05366",0,4.4732,0,2.9566,0,0,3.1795,4.3211,0,0,1.7466,0,"Penicillin-binding protein 1F","PBP1A family penicillin-binding protein","","","GO:0008658","penicillin binding","penicillin-binding protein 1A "
"K05376",473.6,513.53,604.3,469.12,409.48,447.04,294.63,285.19,278.12,238.65,226.18,266.2,"C-phycoerythrin class 2 subunit alpha;C-phycoerythrin class 1 subunit alpha","MULTISPECIES: class 2 C-phycoerythrin subunit alpha;MULTISPECIES: class 1 C-phycoerythrin subunit alpha","C-phycoerythrin class II alpha chain;C-phycoerythrin class I subunit alpha","mpeA;cpeA","GO:0015979;GO:0016787;GO:0030089;GO:0031676","photosynthesis;hydrolase activity;phycobilisome;plasma membrane-derived thylakoid membrane","phycoerythrin alpha chain"
"K05377",678.11,762.24,844.87,690.86,833.46,693.99,431.35,401.86,414.44,357.02,372.9,362.3,"C-phycoerythrin class 2 subunit beta;C-phycoerythrin class 1 subunit beta","bleomycin hydrolase;class 1 C-phycoerythrin subunit beta","","","GO:0015979;GO:0030089","photosynthesis;phycobilisome","phycoerythrin beta chain"
"K05378",87.006,92.148,95.537,73.915,96.633,80.038,61.47,59.415,69.256,57.738,51.525,64.065,"Phycobilisome 31.8 kDa linker polypeptide, phycoerythrin-associated, rod","phycobilisome rod-core linker polypeptide","","","GO:0015979;GO:0030089","photosynthesis;phycobilisome","phycoerythrin-associated linker protein"
"K05379",195.54,226.34,265.89,231.6,295.94,233.28,142.02,136.11,148.4,125.1,122.26,134.76,"Phycoerythrin class 2 subunit gamma, linker polypeptide","phycobilisome rod-core linker polypeptide","Phycobilisome rod-core linker polypeptide","","GO:0015979;GO:0030089;GO:0031676","photosynthesis;phycobilisome;plasma membrane-derived thylakoid membrane","phycoerythrin-associated linker protein"
"K05380",200.92,229.03,272.8,223.72,234.34,190.33,79.487,87.502,86.844,74.098,75.977,88.366,"Phycobilisome 32.3 kDa linker polypeptide, phycocyanin-associated, rod","phycobilisome rod-core linker polypeptide","Phycobilisome rod-core linker polypeptide","","GO:0015979;GO:0030089;GO:0031676","photosynthesis;phycobilisome;plasma membrane-derived thylakoid membrane","phycoerythrin-associated linker protein"
"K05382",0,0,0,0,0,0,4.2393,5.4013,3.2979,4.8115,9.6063,2.2092,"Phycocyanobilin lyase subunit CpcS;Putative phycoerythrobilin lyase CpeS","phycobiliprotein lyase","Chromophore lyase CpcS/CpeS","cpcS","GO:0017009;GO:0016829","protein-phycocyanobilin linkage;lyase activity","phycoerythrin-associated linker protein"
"K05384",0,0,0,0,0,0,4.2393,3.2408,0,4.8115,5.2398,2.2092,"putative phycocyanin operon protein Z","HEAT repeat domain-containing protein","","","","","bilin biosynthesis protein"
"K05385",0,0,0,0,0,0,0,2.1605,0,1.9246,5.2398,0,"hypothetical protein","HEAT repeat domain-containing protein","HEAT repeat domain-containing protein","","GO:0030089","phycobilisome","bilin biosynthesis protein"
"K05516",0,0,0,0,0,0,2.1196,4.3211,0,5.7738,6.9864,3.3137,"Curved DNA-binding protein","DnaJ domain-containing protein","","","GO:0006457;GO:0051082","protein folding;unfolded protein binding","curved DNA-binding protein"
"K05520",0,0,0,0,0,0,13.778,12.963,6.5958,10.585,13.973,13.255,"Putative cysteine protease YraA","DJ-1/PfpI family protein","","","","","protease I "
"K05572",1.7939,0,0,0,0,0,4.2393,3.2408,4.3972,0,4.3665,2.2092,"NADH-quinone oxidoreductase subunit H","NADH-quinone oxidoreductase subunit NuoH","","","GO:0016020","membrane","NAD(P)H-quinone oxidoreductase subunit 1 "
"K05578",6.2788,6.2625,0,8.8698,7.2475,5.8564,4.2393,4.3211,0,5.7738,5.2398,8.8366,"hypothetical protein","NADH-quinone oxidoreductase subunit J","","","GO:0008137","NADH dehydrogenase (ubiquinone) activity","NAD(P)H-quinone oxidoreductase subunit 6 "
"K05579",0,3.5786,0,0,0,0,19.077,21.605,19.787,26.945,28.819,22.092,"NAD(P)H-quinone oxidoreductase subunit H","NAD(P)H-quinone oxidoreductase subunit H","","","GO:0016651;GO:0048038;GO:0051287","oxidoreductase activity, acting on NAD(P)H;quinone binding;NAD binding","NAD(P)H-quinone oxidoreductase subunit H "
"K05580",12.558,11.63,0,0,0,0,14.838,16.204,12.092,11.548,14.846,15.464,"NAD(P)H-quinone oxidoreductase subunit I","NAD(P)H-quinone oxidoreductase subunit I","NADH-quinone oxidoreductase subunit I  H dehydrogenase I subunit I)","ndhI","GO:0019684;GO:0022900;GO:0005506;GO:0008137;GO:0048038;GO:0051539;GO:0031676;GO:0016651;GO:0016020","photosynthesis, light reaction;electron transport chain;iron ion binding;NADH dehydrogenase (ubiquinone) activity;quinone binding;4 iron, 4 sulfur cluster binding;plasma membrane-derived thylakoid membrane;oxidoreductase activity, acting on NAD(P)H;membrane","NAD(P)H-quinone oxidoreductase subunit I "
"K05582",7.1757,7.1571,0,9.8554,13.287,10.737,9.5384,7.5619,10.993,9.6231,10.48,5.5229,"NAD(P)H-quinone oxidoreductase subunit K 1","NADH-quinone oxidoreductase subunit NuoB","","","GO:0008137;GO:0048038;GO:0051539;GO:0051536","NADH dehydrogenase (ubiquinone) activity;quinone binding;4 iron, 4 sulfur cluster binding;iron-sulfur cluster binding","NAD(P)H-quinone oxidoreductase subunit K "
"K05584",0,0,0,0,0,0,4.2393,0,0,2.8869,3.4932,3.3137,"NAD(P)H-quinone oxidoreductase subunit M","MAG: NAD(P)H-quinone oxidoreductase","","","GO:0016655","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor","NAD(P)H-quinone oxidoreductase subunit M "
"K05585",0,0,0,0,0,0,4.2393,3.2408,3.2979,4.8115,4.3665,4.4183,"NAD(P)H-quinone oxidoreductase subunit N","MULTISPECIES: NAD(P)H-quinone oxidoreductase subunit N","NADH-quinone oxidoreductase subunit N  H dehydrogenase I subunit N)","ndhN","GO:0016655;GO:0048038;GO:0031676;GO:0016020","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor;quinone binding;plasma membrane-derived thylakoid membrane;membrane","NAD(P)H-quinone oxidoreductase subunit N "
"K05592",0,0,0,0,0,0,10.598,7.5619,12.092,16.359,13.973,11.046,"ATP-dependent RNA helicase DeaD","DEAD/DEAH box helicase","","","GO:0000027;GO:0070417;GO:0003723;GO:0003724;GO:0005524;GO:0003676","ribosomal large subunit assembly;cellular response to cold;RNA binding;RNA helicase activity;ATP binding;nucleic acid binding","ATP-dependent RNA helicase DeaD "
"K05594",11.661,10.736,13.813,11.826,9.6633,10.737,7.4188,6.4816,4.3972,5.7738,4.3665,6.6275,"hypothetical protein","MULTISPECIES: DUF883 family protein","Putative conserved inner membrane protein/ YqjD/ElaB family","","GO:0016020;GO:0016021","membrane;integral component of membrane","ElaB protein"
"K05808",14.351,16.104,17.266,13.798,16.911,13.665,14.838,14.043,13.192,13.472,13.099,13.255,"Ribosome hibernation promotion factor","ribosome-associated translation inhibitor RaiA","","","GO:0044238","primary metabolic process","putative sigma-54 modulation protein"
